user_id,assembly,c,c#,c++,css,go,haskell,html,java,javascript,objective-c,php,powershell,python,ruby,swift,sql
emretekince,0,0,0,0,0.008517888,0,0,0,0.03407155,0.105621806,0.011073254,0.011073254,0,0,0,0.001703578,0
emroot,0,0,0,0,0,0,0,0,0.067307692,0.09478022,0.023351648,0,0,0.002747253,0.016483516,0,0
emrullaharsay,0,0,0,0,0,0,0,0.112359551,0,0.127340824,0,0,0,0,0.322097378,0,0
enaeseth,0,0.009202454,0,0,0,0.034509202,0,0,0.006134969,0.13190184,0,0.003067485,0,0.119631902,0.004601227,0,0
enapupe,0,0,0,0,0,0,0,0,0,0.30620155,0,0,0,0.003875969,0,0,0
enatheme,0,0.202898551,0,0.202898551,0,0,0,0,0,0,0,0,0,0.231884058,0,0,0
endel,0,0,0,0,0.007751938,0,0,0,0,0.151162791,0.001937984,0,0,0,0.01744186,0.009043928,0
endelwar,0,0,0,0,0.015294975,0,0,0.010924982,0,0.032774945,0,0.198834669,0,0.018208303,0.026219956,0,0
endenis,0,0,0,0,0,0,0,0,0,0.009045226,0,0,0,0.008040201,0.253266332,0.025125628,0
enderahmetyurt,0,0,0,0,0,0.027322404,0,0.034972678,0.040437158,0.046994536,0,0,0,0,0.284153005,0,0
Endika,0,0,0,0,0,0,0,0.049405306,0.002744739,0.087831656,0,0,0,0.224153705,0.016468435,0,0
Endle,0,0.016233766,0.014069264,0.038961039,0,0,0,0.015151515,0,0.048701299,0,0,0,0.270562771,0.011904762,0,0
endymecy,0,0,0,0.019047619,0,0,0,0,0.102721088,0.018367347,0,0,0,0.074829932,0.002721088,0,0
eneiand,0,0,0.079069767,0,0.172093023,0,0,0,0,0.181395349,0,0,0,0,0,0,0
eneim,0,0.005841742,0,0.006372809,0.000531067,0,0,0,0.178969729,0.010090281,0,0,0,0,0,0,0
eneskemalergin,0,0,0,0,0.019923372,0,0,0,0.01302682,0.04137931,0,0,0,0.255938697,0,0,0
enesser,0,0,0,0,0,0,0,0.041237113,0,0.25257732,0,0,0,0,0,0,0
engelju,0,0.013748854,0,0.017415215,0.010999083,0,0,0,0.010999083,0.025664528,0,0.131989001,0,0.03116407,0.026581118,0,0
engie,0,0.095238095,0,0.028860029,0.018759019,0,0,0,0,0.067821068,0,0.005772006,0,0.151515152,0,0,0
engineersamuel,0,0,0,0.011727079,0.003198294,0,0,0,0.047974414,0.244136461,0,0,0,0,0.02238806,0,0
enginespot,0,0.055844156,0,0.046753247,0,0.044155844,0,0,0.01038961,0.242857143,0,0,0,0.068831169,0.035064935,0,0
engleek,0,0.010989011,0,0.06043956,0.027472527,0,0,0.032967033,0.03021978,0.17032967,0,0,0,0.035714286,0,0,0
englishhelper,0,0,0,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0
englishm,0,0.033846154,0,0,0.024615385,0,0,0.030769231,0.015384615,0.034871795,0,0,0,0.018461538,0.154871795,0,0
enigmatic,0,0,0,0.038461538,0,0,0,0.008241758,0,0.164835165,0.074175824,0,0,0,0,0,0
enilfodne,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0
enixdark,0,0,0.011331445,0,0,0,0.008498584,0.002832861,0.038526912,0.054957507,0.000566572,0,0,0.025495751,0.016997167,0,0
enjikaka,0,0,0,0,0.002229654,0,0,0.096989967,0.050167224,0.264214047,0,0,0,0,0,0,0
ennovum,0,0,0,0,0,0,0,0,0,0.516556291,0,0,0,0,0,0,0
enoki,0,0.084507042,0,0.042253521,0,0,0,0,0,0,0,0,0,0.267605634,0,0,0
Enome,0,0,0,0,0.019150708,0,0,0,0,0.299750208,0,0,0,0.034138218,0.005828476,0,0
enomineCN,0,0,0,0,0,0,0,0.045454545,0.090909091,0.027272727,0,0,0,0.190909091,0,0,0
enricomarino,0,0,0,0,0.08358209,0,0,0,0,0.448756219,0,0,0,0,0,0,0
enspencer,0,0,0,0,0.106918239,0,0,0,0,0.277987421,0,0,0,0,0.231446541,0,0
enstyled,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.266666667,0,0
entropie,0,0,0,0,0,0,0,0,0,0.064073227,0,0.025171625,0,0,0.324942792,0,0
entropYlion,0,0,0,0,0,0,0,0.222222222,0,0.611111111,0,0,0,0,0,0,0
eoin,0,0.0375,0,0,0,0,0,0,0,0.325,0,0,0,0,0.0125,0,0
eownis,0,0,0,0,0,0.043478261,0,0.057971014,0,0.009661836,0,0,0,0,0,0,0
epc,0,0.037142857,0,0.016428571,0.024285714,0.035,0,0.02,0.010714286,0.040714286,0,0,0,0,0.020714286,0,0
epeli,0,0,0,0,0,0,0,0,0,0.25452277,0,0,0,0,0.007485964,0,0
Ephemera,0,0.015961692,0,0,0,0,0,0.021548284,0,0.115722267,0,0,0,0.049481245,0.120510774,0,0
Ephigenia,0,0,0,0,0.014285714,0,0,0.024489796,0,0.183673469,0,0.067346939,0,0,0,0,0
epicserve,0,0,0,0,0,0,0,0.012064343,0,0.070375335,0,0,0,0.229892761,0,0,0
epinna,0,0,0,0,0,0,0,0.033333333,0,0,0,0.042857143,0,0.166666667,0.047619048,0,0
epiphany27,0,0,0,0,0,0,0,0.002067183,0.218604651,0,0.010852713,0,0,0,0,0.008268734,0
epitron,0,0.013913043,0,0.030434783,0,0,0,0.014782609,0,0.035652174,0,0.025217391,0,0.00173913,0.233913043,0,0
epixa,0,0,0,0,0.021459227,0.02074392,0,0.017167382,0.016452074,0.173104435,0,0.083690987,0,0,0.035050072,0,0
epl692,0.029925187,0.039900249,0,0.012468828,0.032418953,0,0,0,0,0.002493766,0,0,0.034912718,0.032418953,0.014962594,0,0
EpocDotFr,0,0,0,0,0.002721829,0,0,0.024496462,0,0.033206315,0,0.083832335,0,0.336418073,0,0,0
eppineda,0,0,0,0,0,0,0,0.042718447,0,0.266019417,0,0,0,0,0,0,0
eppsilon,0,0,0,0,0.005096263,0,0,0.018686297,0.013023783,0.113250283,0,0,0,0,0.014156285,0,0
er0k,0,0.040498442,0,0,0,0,0,0,0,0.024922118,0,0.224299065,0,0.14953271,0,0,0
EragonJ,0,0,0,0.044347826,0.010434783,0,0,0.020869565,0,0.233043478,0,0.008695652,0,0,0,0,0
erain,0,0.028718704,0,0,0.011782032,0.044918999,0,0,0.009572901,0.064064801,0,0,0,0.159793814,0.010309278,0,0
erainey,0,0,0,0,0.034562212,0,0,0,0,0.041474654,0,0.080645161,0,0,0.129032258,0,0
eralpkaraduman,0,0.001027749,0.030832477,0,0.010277492,0,0,0.072970195,0,0.110996917,0.119218911,0,0,0,0,0.088386434,0
eram1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0
eranimo,0,0.007407407,0,0.022222222,0.018106996,0,0,0.030452675,0,0.256790123,0,0,0,0.124279835,0,0,0
eraserhd,0,0.045026178,0,0.030366492,0,0,0.040837696,0,0,0,0.02617801,0,0,0,0.039790576,0,0
erbmicha,0,0,0,0,0,0,0,0,0,0.292682927,0,0,0,0,0.097560976,0,0
erbridge,0,0.007352941,0.028361345,0,0.019957983,0.047268908,0,0.011554622,0,0.237394958,0,0,0,0.042016807,0.018907563,0,0
erenay,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,0
erenemre,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0
erfannoury,0,0,0.023648649,0.059121622,0.010135135,0,0,0.029560811,0.007601351,0.02027027,0,0,0,0.153716216,0,0,0
erhnby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Eric-Guo,0,0,0,0,0.007098492,0,0,0.01242236,0.005323869,0.037267081,0,0,0,0.009760426,0.289263531,0,0
eric-pigeon,0,0,0,0,0,0,0,0,0,0.016975309,0,0,0,0,0.24845679,0,0
eric,0,0.04599816,0,0,0,0,0,0,0.014719411,0.078196872,0,0,0,0.040478381,0.27598896,0.027598896,0
EricaChang,0,0,0,0,0.133333333,0,0,0,0,0.3,0,0,0,0,0,0,0
ericclemmons,0,0,0,0,0.033226837,0,0,0,0,0.117571885,0,0.0485623,0,0.008945687,0.015974441,0,0
ericf,0,0,0,0,0.0088,0,0,0.0176,0,0.3288,0,0,0,0,0,0,0
ericflo,0,0,0,0.010429448,0,0.026993865,0,0.003067485,0,0.058282209,0,0,0,0.187116564,0,0,0
EricForgy,0,0,0.014687882,0,0.020807834,0,0,0.026927785,0,0.271725826,0,0,0,0.024479804,0,0,0
ericfri,0,0,0,0,0,0,0,0,0.125,0,0,0,0.5,0,0,0,0
eriche2016,0,0,0,0.053285968,0,0,0,0,0,0,0,0,0,0.087921847,0,0,0
erichnascimento,0,0,0,0,0,0.255033557,0,0.031319911,0.008948546,0.046979866,0,0,0,0,0,0,0.042505593
erichoracek,0,0.008662696,0,0.017866811,0.007038441,0,0,0,0,0,0.192203573,0,0,0,0.004331348,0.056307526,0
ericjohn,0,0.00530504,0,0,0,0,0,0.034482759,0,0.087533156,0,0,0,0.23872679,0,0,0
erickok,0,0,0,0,0,0,0,0,0.246435845,0,0,0.020366599,0,0,0,0,0
erickpatrick,0,0,0,0,0.027027027,0,0,0.077220077,0,0.166023166,0,0.11969112,0,0,0,0,0
ericlagergren,0,0.062893082,0,0.014675052,0.004192872,0.222222222,0,0,0.002096436,0.062893082,0,0.00524109,0,0.01048218,0,0,0
ericnakagawa,0,0,0,0,0,0,0,0.038246269,0,0.251865672,0,0,0,0,0.007462687,0,0
ericnkatz,0,0,0,0,0.01092437,0,0,0,0,0.264705882,0,0.104201681,0,0,0.005042017,0,0
ericsciple,0,0.029850746,0.089552239,0,0,0,0,0,0,0.104477612,0,0,0.089552239,0,0,0,0
ericsoco,0,0,0,0,0,0,0,0,0.006445672,0.35174954,0.011049724,0,0,0,0,0,0
ericstewart,0,0.00907441,0,0,0.039927405,0,0,0,0,0.120689655,0,0,0,0,0.082577132,0,0
erictherobot,0,0,0,0,0.062157221,0,0,0.027422303,0,0.053016453,0.049360146,0,0,0,0.016453382,0,0
EricTill,0,0,0,0,0,0,0,0,0,0.913043478,0,0,0,0,0,0,0
erictutlys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ericvicenti,0,0,0,0,0.033240997,0,0,0.012465374,0.018698061,0.216759003,0.01800554,0,0,0,0,0,0
erik-thon,0,0,0.028169014,0.112676056,0,0,0,0,0,0.063380282,0.049295775,0,0,0,0,0,0
erik5388,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0
erikbern,0,0,0,0.010695187,0,0,0,0.017825312,0,0.017825312,0,0,0,0.493761141,0,0,0
erikhaddad,0,0,0,0,0,0,0,0.054054054,0,0,0,0,0,0,0,0,0
erikjung,0.078431373,0,0,0,0,0,0,0,0,0.352941176,0,0,0,0,0,0,0
erikno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erikras,0,0,0,0,0.026799007,0,0,0.008933002,0,0.21439206,0,0,0,0,0,0,0
erikvdwal,0,0,0,0.022053232,0,0,0,0,0,0.003041825,0.15513308,0.031178707,0,0,0.042585551,0.140684411,0
erikvold,0,0,0,0,0.001438849,0,0,0,0,0.103597122,0,0,0,0.155395683,0,0,0
erinther,0,0.011259676,0,0,0.033075299,0.020408163,0,0,0,0.159746657,0,0.088669951,0,0,0.013370866,0,0
ErisDS,0,0,0,0,0.02159161,0,0,0.027760642,0,0.23133868,0,0.001233806,0,0.016656385,0,0,0
eriwen,0,0.017006803,0,0,0.034013605,0,0,0,0.06292517,0.142006803,0,0,0,0,0.020408163,0,0
erizocosmico,0,0.025080906,0,0,0.028317152,0.156957929,0,0.016990291,0.000809061,0.064724919,0,0.00566343,0,0,0.007281553,0.012135922,0
erkl-old,0,0.04676259,0,0,0,0.320143885,0,0,0,0.183453237,0,0,0,0,0,0,0
erkobridee,0,0,0,0,0.014096916,0,0,0,0.012334802,0.202643172,0,0.020264317,0,0,0,0,0
erlenstar,0,0,0,0,0,0,0,0.111111111,0.024691358,0.012345679,0,0.049382716,0,0,0,0,0
ernado,0,0,0,0,0,0.411214953,0,0,0,0,0,0,0,0,0,0,0
ernesto-jimenez,0,0,0,0.020758769,0.015748031,0.202576951,0,0,0,0.023622047,0,0,0,0.010737294,0.025769506,0,0
ernestom,0,0,0,0,0,0,0,0.015037594,0,0.070175439,0.07518797,0,0,0.060150376,0,0.110275689,0
ernstsson,0,0.029876977,0,0,0,0,0,0,0.100175747,0.059753954,0.152899824,0,0,0,0.026362039,0,0
erolrecep,0,0,0,0,0,0.037735849,0,0.075471698,0.018867925,0,0,0,0,0.08490566,0,0,0
erosiners,0,0,0,0,0,0,0,0,0.161933535,0,0,0,0,0,0,0,0
err0,0,0,0,0,0,0,0,0.101398601,0,0.286713287,0,0.017482517,0,0,0.104895105,0,0
errnoh,0,0,0,0,0,0.393425239,0,0,0,0.065747614,0,0,0,0,0,0,0
ErtugKaya,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0,0,0,0
ertuncefeoglu,0,0,0.034334764,0,0,0,0,0.004291845,0,0.072961373,0,0.051502146,0.094420601,0,0,0,0
erunyon,0,0,0,0,0,0,0,0.068686869,0,0.23030303,0,0.04040404,0,0,0.01010101,0,0
erwanb,0,0.094827586,0,0.086206897,0,0.068965517,0,0,0,0.025862069,0.163793103,0,0,0,0.034482759,0,0
ErwanGuillon,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0.2,0,0
erwanlr,0,0,0,0,0,0,0,0,0.042553191,0.005319149,0,0.04787234,0,0.031914894,0.223404255,0,0
erwinchan,0,0,0.245283019,0,0,0,0,0,0,0,0.20754717,0,0,0,0,0,0
erwinmombay,0,0,0,0,0.018322083,0,0,0.071359691,0,0.31340405,0.005785921,0,0,0,0,0,0
eryx,0,0.157986111,0,0.047743056,0,0.144965278,0,0,0,0,0,0.033854167,0,0.026041667,0,0,0
es,0,0.017241379,0,0.00149925,0.050224888,0.013493253,0.03898051,0.037481259,0.002248876,0.084707646,0,0,0,0,0.034482759,0,0
es0329,0,0,0,0,0,0,0,0.01734104,0.300578035,0,0,0,0,0,0,0,0
ESadouski,0,0,0,0,0,0,0,0,0.158974359,0.076923077,0,0,0,0,0,0,0
esafak,0,0,0,0,0.032258065,0,0,0.064516129,0,0,0,0,0,0.35483871,0,0,0
esaiz,0,0,0,0,0.099156118,0,0,0.033755274,0.009493671,0.067510549,0,0,0,0,0,0,0
esanchma,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0,0,0,0,0,0,0
esavard,0,0.016875,0.006875,0.043125,0.029375,0,0,0.00875,0.011875,0.015,0,0,0,0.04875,0.005625,0,0
esbanarango,0.005212858,0,0,0.026064292,0.048653345,0,0,0.037358818,0,0.089487402,0,0,0,0,0.115551694,0,0
escalant3,0,0,0,0,0,0,0,0.014293882,0.013722127,0.188679245,0,0,0,0.04002287,0,0,0
escherba,0,0.049248748,0,0.005843072,0,0,0.002504174,0,0.003338898,0.044240401,0.024207012,0,0,0.21869783,0,0,0
esdrubal,0,0,0.261275272,0.01244168,0,0.00622084,0,0.032659409,0,0,0,0,0,0.017107309,0.00466563,0,0
esehara,0,0,0,0,0,0.015795869,0.001215067,0,0.025516403,0.032806804,0,0.0036452,0,0.193195626,0.144592953,0,0
eserozvataf,0,0,0.027266028,0,0.015475313,0,0,0.028002948,0,0.218865144,0,0.006632277,0,0,0,0,0
esiegel,0,0,0,0.014308426,0,0,0,0,0.009538951,0.081081081,0,0.019077901,0,0.06518283,0.014308426,0,0
eskim,0,0,0,0,0,0,0,0.021848739,0.08907563,0.057142857,0,0,0,0.048739496,0.075630252,0,0
eskimoapps,0,0,0,0,0,0,0,0,0.204188482,0,0,0,0,0,0,0,0
eskimoblood,0,0,0,0,0,0,0,0,0.019384265,0.1995439,0,0,0,0,0,0,0
esnyder,0,0.030859049,0,0.047539616,0,0,0,0,0.0558799,0.024186822,0,0,0,0.140950792,0.004170142,0,0
ESouza,0,0.026928675,0,0,0,0.011644833,0,0,0,0.018922853,0.017467249,0,0,0.013100437,0.256186317,0,0
esr360,0,0,0,0,0.091317365,0,0,0.05239521,0,0.193113772,0,0.002994012,0,0,0,0,0
est,0.020979021,0,0,0.000999001,0,0.011988012,0,0.057942058,0,0.082917083,0,0.024975025,0,0.238761239,0.017982018,0,0
estahn,0,0,0,0,0,0,0,0.014306152,0,0.036480687,0,0.107296137,0,0.011444921,0.077253219,0,0
estebank,0,0,0,0,0,0.013846154,0,0,0.030769231,0.056923077,0,0,0,0.052307692,0,0,0
esten,0,0,0,0,0.010376135,0,0,0,0.02464332,0.123216602,0.04539559,0,0,0.08690013,0.033722438,0.049286641,0
estevaoam,0,0,0,0,0,0.024901704,0,0,0.02621232,0.117955439,0,0,0,0.002621232,0.112712975,0,0
estrattonbailey,0,0,0,0,0.008124577,0,0,0.013540961,0,0.297901151,0,0.012863913,0,0,0,0,0
esttorhe,0,0.022556391,0,0,0.002819549,0.011278195,0,0.026315789,0,0,0.156954887,0,0,0,0.018796992,0.102443609,0
esundahl,0,0,0,0,0.111742424,0.045454545,0,0,0,0.096590909,0,0,0,0,0,0,0
esv,0,0.016806723,0,0,0,0,0,0,0,0.268907563,0,0.058823529,0,0.100840336,0,0,0
ESWAT,0,0,0,0,0.057534247,0,0,0.023744292,0,0.198173516,0,0.003652968,0,0.006392694,0.050228311,0,0
etangreal,0,0.010964912,0,0.015350877,0,0,0,0.085526316,0.006578947,0.300438596,0,0.002192982,0,0.046052632,0,0,0
etanxing,0,0,0,0,0.028061224,0,0,0.019557823,0,0.285714286,0,0,0,0,0,0,0
eteeselink,0,0,0.042220485,0.019546521,0,0.021892103,0,0,0.021110242,0.1696638,0,0.021110242,0,0.013291634,0.031274433,0,0
eternalistic,0,0,0,0,0.219626168,0,0,0,0,0.051401869,0,0.056074766,0,0,0.03271028,0,0
eth3lbert,0,0,0,0.097560976,0,0,0,0,0,0.158536585,0,0,0,0,0.024390244,0,0
EthanBlackburn,0.005208333,0.040798611,0,0,0,0,0,0,0.008680556,0.094618056,0.050347222,0,0,0.245659722,0,0,0
ethanleet,0,0,0.058823529,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0
ethanzzx,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0.142857143,0
ethinx,0,0.040816327,0,0,0,0.031292517,0,0.044897959,0,0.019047619,0,0,0,0.178231293,0,0,0
ethnt,0,0.03085554,0,0,0.110799439,0.004207574,0,0,0.044880785,0.037868163,0,0,0,0,0.269284712,0.025245442,0
etienne,0,0,0.02378687,0.005708849,0,0,0,0.027592769,0,0.122740247,0,0.082778306,0,0,0.158896289,0,0
etiennebarrie,0,0,0,0,0.008849558,0,0,0.050147493,0,0.02359882,0,0,0,0,0.312684366,0,0
etinquis,0,0.055865922,0.173184358,0.016759777,0,0,0,0.033519553,0,0.117318436,0,0,0,0,0,0,0
etng,0,0,0,0,0.046825397,0.037301587,0,0,0,0.114285714,0.020634921,0.066666667,0,0.080952381,0,0,0
etoup,0,0,0,0,0.00727802,0,0,0.016011645,0.017467249,0.219796215,0,0.152838428,0,0,0,0,0
euantorano,0,0.025,0,0,0,0.011363636,0,0,0,0.052272727,0,0.05,0,0,0.007954545,0,0
euberman,0,0,0,0,0,0,0,0,0,0.307971014,0,0.014492754,0,0,0,0,0
eudoxia0,0,0.046153846,0,0,0,0,0,0,0,0.055769231,0,0,0,0,0,0,0
euforic,0,0,0,0.012372635,0,0.218340611,0,0,0,0.094614265,0.020378457,0,0,0,0,0.012372635,0
eugene,0,0,0,0.12962963,0,0,0,0,0,0.111111111,0,0,0,0.185185185,0.018518519,0,0
eugeneiiim,0,0,0,0,0,0,0,0.0202855,0.03906837,0.180315552,0.022539444,0,0,0,0.015777611,0,0
eugeneotto,0,0,0,0.035827187,0,0,0,0.022128556,0,0.139093783,0,0,0,0.035827187,0.207586934,0,0
eugeneware,0,0,0,0,0,0,0,0,0,0.278741169,0,0,0,0,0,0,0
eugeneyakub,0,0,0,0.015463918,0,0,0,0,0,0,0.164948454,0,0,0.015463918,0,0.159793814,0
eugenioLopezRamos,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.104166667,0.072916667,0,0
eugenpirogoff,0,0,0,0.02004008,0,0,0,0.034068136,0,0.026052104,0,0,0,0.022044088,0.017034068,0.225450902,0
euphoria,0,0.040625,0.0125,0.03125,0,0,0,0,0,0.071875,0,0,0,0.278125,0,0,0
eval,0,0,0,0,0.01432182,0,0,0,0,0.098567818,0,0,0,0,0.320134794,0,0
evan108108,0,0,0,0,0,0,0,0,0.008727273,0.024,0,0.197818182,0,0,0.013090909,0,0
evancasey,0,0,0,0.005560704,0.022242817,0,0,0.016682113,0.001853568,0.062094532,0,0,0,0.151065802,0.011121409,0,0
evandeaubl,0,0,0,0,0,0,0,0,0,0.009090909,0.036363636,0,0,0.027272727,0,0,0
EvanDotPro,0,0.031516184,0,0,0,0.00681431,0,0,0.02044293,0.035775128,0,0.178875639,0,0.068143101,0.007666099,0,0
evandrix,0,0.012331839,0.004484305,0.047085202,0,0,0,0.056053812,0.14573991,0.069506726,0,0,0,0.153587444,0,0.033632287,0
evanelias,0,0.116666667,0,0,0,0,0,0,0,0.05,0,0.083333333,0,0.033333333,0.133333333,0,0
evanhuang8,0,0.038596491,0,0,0,0.094736842,0,0,0,0.178947368,0.007017544,0,0,0.070175439,0,0,0
Evanlec,0,0,0,0,0,0.010416667,0,0,0.052083333,0.149305556,0,0,0,0.013888889,0,0,0
evanlong,0,0,0,0.003350084,0,0,0,0.035175879,0.011725293,0.058626466,0.127303183,0,0,0.087102178,0,0,0
evanp,0,0,0,0,0,0,0,0.020499109,0,0.243315508,0,0.007130125,0,0.041889483,0,0,0
evanpeck,0,0,0,0,0,0,0,0.1,0,0.15,0,0,0,0.125,0,0,0
evanphx,0,0.009027081,0,0.012036108,0.017051153,0.080240722,0,0.04112337,0,0.045135406,0,0,0,0,0.15446339,0,0
evanriley,0,0.032934132,0,0,0,0.038922156,0,0.116766467,0,0.038922156,0.071856287,0,0,0,0.023952096,0,0
evansb,0,0,0,0,0.043037975,0,0.074261603,0,0.023628692,0.059915612,0,0,0,0,0.012658228,0,0
evanscottgray,0,0,0,0,0.072691552,0,0,0.05108055,0.000982318,0.017681729,0,0,0,0.166994106,0.059921415,0,0
evansolomon,0,0,0,0,0,0,0,0,0,0.102590674,0,0.041450777,0,0.041450777,0,0,0
evant,0,0,0,0,0,0,0,0,0.283284024,0.003698225,0,0,0,0,0.002218935,0,0
evantill,0,0,0,0,0.016091954,0.034482759,0,0.029885057,0.054022989,0.063218391,0,0,0,0,0.054022989,0,0
evanwdavis,0,0,0,0,0.054347826,0,0,0,0,0,0.163043478,0,0,0,0,0.27173913,0
evaryont,0,0,0,0,0.008298755,0.01659751,0,0.031120332,0,0.047717842,0,0,0,0,0.138312586,0,0
eveliotc,0,0,0,0,0.0175,0,0,0,0.200833333,0.040833333,0.003333333,0,0,0.021666667,0.03,0.018333333,0
evenchange4,0,0.034846885,0,0.050686378,0.058078141,0,0,0,0,0.117212249,0.016895459,0,0,0,0.114044351,0,0
evenstevenlol,0,0,0,0,0.074541284,0,0,0,0,0.229357798,0,0,0,0.028669725,0.005733945,0,0
eventEmitter,0,0,0,0,0,0.003051882,0,0,0,0.456765005,0,0,0,0,0,0,0
eventualbuddha,0,0,0,0,0,0,0,0,0,0.291466922,0.018216683,0,0,0,0.005752637,0,0
everestwinter,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0
everpcpc,0,0.037000974,0.006815969,0.068159688,0.004868549,0.028237585,0,0,0,0.046738072,0,0,0,0.194741967,0.005842259,0,0
everpeace,0,0,0,0.015697138,0,0.033240997,0,0.021237304,0.039704524,0.007386888,0,0,0,0.004616805,0,0,0
everpointer,0,0.001511716,0,0,0.06122449,0,0,0,0,0.173091459,0,0.021919879,0,0,0.046107332,0,0
everson,0,0,0,0,0.012345679,0.013227513,0,0.035273369,0.000881834,0.172839506,0,0,0,0.007054674,0.008818342,0,0
evert0n,0,0,0,0,0.028481013,0.015822785,0,0.012658228,0.014240506,0.183544304,0,0.045886076,0,0,0,0,0
EvertonSilva,0,0.004155125,0,0.024930748,0.096952909,0,0,0,0.060941828,0.156509695,0,0.011080332,0,0.027700831,0.149584488,0,0
everyplace,0,0,0,0,0.005081301,0,0,0.056910569,0,0.351626016,0,0,0,0,0,0,0
everzet,0,0,0,0,0,0,0,0,0,0.023233301,0.023233301,0.228460794,0,0.000968054,0.053242982,0,0
evgenyrodionov,0,0,0,0,0.047772757,0,0,0.009683667,0,0.253712072,0,0,0,0,0,0,0
evilBird,0,0.077313054,0,0,0,0,0,0,0,0,0.301647655,0,0,0.020278834,0,0.045627376,0
evilneuro,0,0,0,0,0.130952381,0,0,0,0,0,0,0.285714286,0,0,0,0,0
EvilsoulM,0,0,0,0,0,0,0,0.047337278,0.207100592,0.071005917,0,0,0,0.059171598,0,0,0
evincarofautumn,0,0.03467799,0.047416844,0.032554848,0.017692852,0,0.192498231,0.018400566,0,0.016985138,0.004246285,0,0.009907997,0,0,0,0
Evlos,0,0,0,0,0.016241299,0.039443155,0,0.07424594,0.009280742,0.078886311,0,0.013921114,0,0.025522042,0.025522042,0,0
evocateur,0,0,0,0,0.032388664,0,0,0,0,0.322267206,0,0.012955466,0,0.008097166,0,0.011336032,0
evopix,0,0,0,0,0,0,0,0.016730038,0,0.030418251,0,0.257794677,0,0,0.003802281,0,0
evs,0,0,0,0,0.014196983,0,0,0.020408163,0,0.095829636,0,0.017746229,0,0,0.066548358,0,0
evverx,0,0.029231815,0,0.016995241,0.009517335,0.068660775,0,0,0,0.035350102,0,0,0,0.076138681,0.022433719,0,0
ewarsaba,0,0,0,0,0,0,0,0.230769231,0.076923077,0,0,0,0,0.153846154,0,0,0
ewbrown,0,0,0.333333333,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0
ewheeler,0,0,0,0,0,0,0,0.022099448,0,0.091712707,0,0,0,0.348066298,0.030939227,0,0
ewnd9,0,0,0,0,0,0,0,0.01283148,0.005132592,0.355004277,0,0,0,0,0.003421728,0,0
ex0ns,0.021857923,0.005464481,0,0,0,0,0,0.049180328,0.06557377,0.06557377,0,0,0,0,0,0,0
exherb,0,0.021148036,0,0,0,0.025176234,0,0.055387714,0,0.020140987,0.049345418,0,0,0.177240685,0.023162135,0,0
exoticknight,0,0,0.002645503,0,0.011463845,0,0,0,0.009700176,0.14638448,0,0,0,0.143738977,0,0,0
explicitcall,0,0.013925729,0,0,0.016578249,0,0.018567639,0,0,0.060344828,0.068965517,0,0,0.00397878,0,0.159814324,0
expressoman,0,0,0,0.023560209,0.010471204,0.016361257,0,0.021596859,0.013089005,0.095549738,0,0.015052356,0,0.089005236,0,0,0
exromany,0,0,0,0,0,0,0,0,0.032581454,0.215538847,0,0.022556391,0,0.030075188,0,0,0
exside,0,0,0,0,0.010357815,0,0,0,0.083804143,0.059322034,0,0.178907721,0,0,0,0,0
extesy,0,0,0.08203125,0,0,0.01953125,0,0,0.03125,0.04296875,0,0.015625,0,0.0390625,0,0,0
extrabacon,0,0,0,0,0,0,0,0,0,0.225636523,0,0,0,0.046532046,0,0,0
Extrawurst,0,0.00069979,0,0.046885934,0.00209937,0,0,0,0,0,0,0,0,0,0,0,0
extremeunix,0,0,0,0,0,0,0,0,0,0.023391813,0,0,0,0.292397661,0,0,0
extropic-engine,0,0.058411215,0,0.002336449,0,0.086448598,0,0,0.065420561,0.058411215,0,0.039719626,0,0,0,0.025700935,0
exu,0,0,0,0,0,0.056198347,0,0.024793388,0,0.047933884,0,0.075206612,0,0.018181818,0.02231405,0,0
Exupery,0,0,0,0.096256684,0,0.026737968,0,0.024064171,0.010695187,0,0,0,0,0.016042781,0.096256684,0,0
